batter,batters_PA_as_L,batters_PA_as_R,PA_vs_LHP,PA_vs_RHP,PA,batter_stance,prop_onbase_event_p_throws_L,prop_onbase_event_p_throws_R,prop_onbase_event_overall,prop_walk_event_p_throws_L,prop_walk_event_p_throws_R,prop_walk_event_overall,prop_single_event_p_throws_L,prop_single_event_p_throws_R,prop_single_event_overall,prop_double_event_p_throws_L,prop_double_event_p_throws_R,prop_double_event_overall,prop_triple_event_p_throws_L,prop_triple_event_p_throws_R,prop_triple_event_overall,prop_homerun_event_p_throws_L,prop_homerun_event_p_throws_R,prop_homerun_event_overall,prop_strikeout_event_p_throws_L,prop_strikeout_event_p_throws_R,prop_strikeout_event_overall,prop_onbase_event_p_throws_same,prop_walk_event_p_throws_same,prop_single_event_p_throws_same,prop_double_event_p_throws_same,prop_triple_event_p_throws_same,prop_homerun_event_p_throws_same,prop_strikeout_event_p_throws_same,prop_onbase_event_p_throws_diff,prop_walk_event_p_throws_diff,prop_single_event_p_throws_diff,prop_double_event_p_throws_diff,prop_triple_event_p_throws_diff,prop_homerun_event_p_throws_diff,prop_strikeout_event_p_throws_diff
408252.0,0.0,1839.0,429.0,1410.0,1839,R,0.30536130536130535,0.32127659574468087,0.31756389342033714,0.03263403263403263,0.036170212765957444,0.03534529635671561,0.20745920745920746,0.2,0.20174007612833061,0.039627039627039624,0.04964539007092199,0.04730831973898858,0.002331002331002331,0.002127659574468085,0.002175095160413268,0.013986013986013986,0.02198581560283688,0.02011963023382273,0.10955710955710955,0.11914893617021277,0.11691136487221315,0.32127659574468087,0.036170212765957444,0.2,0.04964539007092199,0.002127659574468085,0.02198581560283688,0.11914893617021277,0.30536130536130535,0.03263403263403263,0.20745920745920746,0.039627039627039624,0.002331002331002331,0.013986013986013986,0.10955710955710955
425509.0,0.0,1006.0,286.0,720.0,1006,R,0.25874125874125875,0.3375,0.31510934393638174,0.05244755244755245,0.07361111111111111,0.06759443339960239,0.1258741258741259,0.19027777777777777,0.17196819085487078,0.027972027972027972,0.04861111111111111,0.042743538767395624,0.0034965034965034965,0.001388888888888889,0.0019880715705765406,0.038461538461538464,0.019444444444444445,0.02485089463220676,0.22727272727272727,0.15416666666666667,0.1749502982107356,0.3375,0.07361111111111111,0.19027777777777777,0.04861111111111111,0.001388888888888889,0.019444444444444445,0.15416666666666667,0.25874125874125875,0.05244755244755245,0.1258741258741259,0.027972027972027972,0.0034965034965034965,0.038461538461538464,0.22727272727272727
425772.0,0.0,894.0,257.0,637.0,894,R,0.2801556420233463,0.23076923076923078,0.24496644295302014,0.08949416342412451,0.05180533751962323,0.06263982102908278,0.12840466926070038,0.12087912087912088,0.12304250559284116,0.03501945525291829,0.0423861852433281,0.040268456375838924,0.011673151750972763,0.0031397174254317113,0.005592841163310962,0.01556420233463035,0.007849293563579277,0.010067114093959731,0.3035019455252918,0.30612244897959184,0.3053691275167785,0.23076923076923078,0.05180533751962323,0.12087912087912088,0.0423861852433281,0.0031397174254317113,0.007849293563579277,0.30612244897959184,0.2801556420233463,0.08949416342412451,0.12840466926070038,0.03501945525291829,0.011673151750972763,0.01556420233463035,0.3035019455252918
425783.0,2818.0,0.0,853.0,1965.0,2818,L,0.34349355216881594,0.3755725190839695,0.3658623136976579,0.10199296600234467,0.12875318066157762,0.12065294535131299,0.15005861664712777,0.1440203562340967,0.14584811923349894,0.03399765533411489,0.04631043256997455,0.042583392476934,0.0011723329425556857,0.0030534351145038168,0.00248403122782115,0.022274325908558032,0.03918575063613232,0.034066713981547196,0.22977725674091443,0.22697201017811705,0.22782114975159687,0.34349355216881594,0.10199296600234467,0.15005861664712777,0.03399765533411489,0.0011723329425556857,0.022274325908558032,0.22977725674091443,0.3755725190839695,0.12875318066157762,0.1440203562340967,0.04631043256997455,0.0030534351145038168,0.03918575063613232,0.22697201017811705
425796.0,0.0,669.0,284.0,385.0,669,R,0.2887323943661972,0.2909090909090909,0.28998505231689087,0.045774647887323945,0.046753246753246755,0.04633781763826607,0.16901408450704225,0.15844155844155844,0.16292974588938713,0.04929577464788732,0.04415584415584416,0.04633781763826607,0.0,0.005194805194805195,0.0029895366218236174,0.02464788732394366,0.033766233766233764,0.029895366218236172,0.25704225352112675,0.23636363636363636,0.24514200298953662,0.2909090909090909,0.046753246753246755,0.15844155844155844,0.04415584415584416,0.005194805194805195,0.033766233766233764,0.23636363636363636,0.2887323943661972,0.045774647887323945,0.16901408450704225,0.04929577464788732,0.0,0.02464788732394366,0.25704225352112675
425877.0,0.0,2601.0,622.0,1979.0,2601,R,0.3311897106109325,0.314300151591713,0.31833910034602075,0.07234726688102894,0.049519959575543206,0.05497885428681276,0.16720257234726688,0.18292066700353715,0.17916186082276048,0.05305466237942122,0.049519959575543206,0.050365244136870435,0.0,0.00202122283981809,0.0015378700499807767,0.027331189710610933,0.021728145528044467,0.02306805074971165,0.11254019292604502,0.12430520464881253,0.12149173394848135,0.314300151591713,0.049519959575543206,0.18292066700353715,0.049519959575543206,0.00202122283981809,0.021728145528044467,0.12430520464881253,0.3311897106109325,0.07234726688102894,0.16720257234726688,0.05305466237942122,0.0,0.027331189710610933,0.11254019292604502
425902.0,1063.0,0.0,387.0,676.0,1063,L,0.29457364341085274,0.35650887573964496,0.3339604891815616,0.06976744186046512,0.07988165680473373,0.0761994355597366,0.14470284237726097,0.1849112426035503,0.1702728127939793,0.03617571059431524,0.04437869822485207,0.041392285983066796,0.0,0.0,0.0,0.028423772609819122,0.029585798816568046,0.02916274694261524,0.1937984496124031,0.11242603550295859,0.14205079962370648,0.29457364341085274,0.06976744186046512,0.14470284237726097,0.03617571059431524,0.0,0.028423772609819122,0.1937984496124031,0.35650887573964496,0.07988165680473373,0.1849112426035503,0.04437869822485207,0.0,0.029585798816568046,0.11242603550295859
429664.0,2791.0,1.0,947.0,1845.0,2792,L,0.3093980992608237,0.34308943089430893,0.3316618911174785,0.0559662090813094,0.06341463414634146,0.06088825214899714,0.17740232312565998,0.16585365853658537,0.16977077363896848,0.030623020063357972,0.06558265582655827,0.053724928366762174,0.0021119324181626186,0.0005420054200542005,0.0010744985673352436,0.029567053854276663,0.04173441734417344,0.037607449856733526,0.16367476240760295,0.13333333333333333,0.14362464183381088,0.3093980992608237,0.0559662090813094,0.17740232312565998,0.030623020063357972,0.0021119324181626186,0.029567053854276663,0.16367476240760295,0.34308943089430893,0.06341463414634146,0.16585365853658537,0.06558265582655827,0.0005420054200542005,0.04173441734417344,0.13333333333333333
429665.0,0.0,3048.0,752.0,2296.0,3048,R,0.3683510638297872,0.3475609756097561,0.3526902887139108,0.1622340425531915,0.10801393728222997,0.12139107611548557,0.11436170212765957,0.12151567944250871,0.119750656167979,0.026595744680851064,0.043118466898954703,0.039041994750656166,0.0013297872340425532,0.00043554006968641115,0.0006561679790026247,0.05585106382978723,0.062282229965156796,0.06069553805774278,0.2047872340425532,0.19425087108013936,0.1968503937007874,0.3475609756097561,0.10801393728222997,0.12151567944250871,0.043118466898954703,0.00043554006968641115,0.062282229965156796,0.19425087108013936,0.3683510638297872,0.1622340425531915,0.11436170212765957,0.026595744680851064,0.0013297872340425532,0.05585106382978723,0.2047872340425532
429666.0,0.0,1137.0,328.0,809.0,1137,R,0.27134146341463417,0.27564894932014833,0.27440633245382584,0.06097560975609756,0.04573547589616811,0.05013192612137203,0.14939024390243902,0.15698393077873918,0.1547933157431838,0.042682926829268296,0.0519159456118665,0.04925241864555849,0.003048780487804878,0.0,0.0008795074758135445,0.01524390243902439,0.019777503090234856,0.018469656992084433,0.17682926829268292,0.17552533992583436,0.1759014951627089,0.27564894932014833,0.04573547589616811,0.15698393077873918,0.0519159456118665,0.0,0.019777503090234856,0.17552533992583436,0.27134146341463417,0.06097560975609756,0.14939024390243902,0.042682926829268296,0.003048780487804878,0.01524390243902439,0.17682926829268292
430832.0,0.0,2256.0,521.0,1735.0,2256,R,0.33205374280230326,0.34927953890489916,0.3453014184397163,0.15163147792706333,0.14927953890489915,0.149822695035461,0.08829174664107485,0.09971181556195965,0.09707446808510638,0.046065259117082535,0.04265129682997118,0.04343971631205674,0.0019193857965451055,0.001729106628242075,0.0017730496453900709,0.03262955854126679,0.04668587896253602,0.04343971631205674,0.21113243761996162,0.21786743515850143,0.21631205673758866,0.34927953890489916,0.14927953890489915,0.09971181556195965,0.04265129682997118,0.001729106628242075,0.04668587896253602,0.21786743515850143,0.33205374280230326,0.15163147792706333,0.08829174664107485,0.046065259117082535,0.0019193857965451055,0.03262955854126679,0.21113243761996162
430945.0,0.0,3021.0,803.0,2218.0,3021,R,0.29514321295143214,0.31650135256988277,0.31082423038728896,0.047322540473225407,0.04418394950405771,0.045018205892088714,0.16313823163138233,0.17538322813345356,0.17212843429328037,0.05105853051058531,0.04102795311091073,0.04369414101290963,0.0012453300124533001,0.0018034265103697023,0.0016550810989738498,0.026151930261519303,0.04147880973850315,0.037404832836809,0.18804483188044832,0.16681695220919748,0.17245945051307515,0.31650135256988277,0.04418394950405771,0.17538322813345356,0.04102795311091073,0.0018034265103697023,0.04147880973850315,0.16681695220919748,0.29514321295143214,0.047322540473225407,0.16313823163138233,0.05105853051058531,0.0012453300124533001,0.026151930261519303,0.18804483188044832
431094.0,0.0,859.0,307.0,552.0,859,R,0.31921824104234525,0.302536231884058,0.3084982537834691,0.09446254071661238,0.09420289855072464,0.09429569266589057,0.1758957654723127,0.13405797101449277,0.1490104772991851,0.02280130293159609,0.04891304347826087,0.03958090803259604,0.0,0.0018115942028985507,0.0011641443538998836,0.02280130293159609,0.018115942028985508,0.01979045401629802,0.1563517915309446,0.14130434782608695,0.14668218859138532,0.302536231884058,0.09420289855072464,0.13405797101449277,0.04891304347826087,0.0018115942028985507,0.018115942028985508,0.14130434782608695,0.31921824104234525,0.09446254071661238,0.1758957654723127,0.02280130293159609,0.0,0.02280130293159609,0.1563517915309446
431145.0,0.0,2000.0,469.0,1531.0,2000,R,0.35394456289978676,0.32593076420640105,0.3325,0.15565031982942432,0.11299804049640758,0.123,0.12366737739872068,0.11952971913781842,0.1205,0.0255863539445629,0.033964728935336384,0.032,0.0,0.0013063357282821686,0.001,0.03624733475479744,0.035924232527759635,0.036,0.2302771855010661,0.2357935989549314,0.2345,0.32593076420640105,0.11299804049640758,0.11952971913781842,0.033964728935336384,0.0013063357282821686,0.035924232527759635,0.2357935989549314,0.35394456289978676,0.15565031982942432,0.12366737739872068,0.0255863539445629,0.0,0.03624733475479744,0.2302771855010661
434158.0,2605.0,0.0,509.0,2096.0,2605,L,0.2888015717092338,0.3377862595419847,0.32821497120921306,0.0962671905697446,0.1273854961832061,0.12130518234165068,0.10019646365422397,0.10591603053435114,0.10479846449136276,0.043222003929273084,0.046278625954198474,0.04568138195777351,0.007858546168958742,0.004293893129770993,0.0049904030710172746,0.029469548133595286,0.04389312977099236,0.04107485604606526,0.28094302554027506,0.22185114503816794,0.23339731285988483,0.2888015717092338,0.0962671905697446,0.10019646365422397,0.043222003929273084,0.007858546168958742,0.029469548133595286,0.28094302554027506,0.3377862595419847,0.1273854961832061,0.10591603053435114,0.046278625954198474,0.004293893129770993,0.04389312977099236,0.22185114503816794
