,index,name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last,name2search
616,616,garcia,greg,594824,garcg002,garcigr01,10951,2014.0,2019.0,greggarcia
617,617,garcia,jaime,448802,garcj004,garcija02,8137,2008.0,2018.0,jaimegarcia
618,618,garcia,jarlin,606424,garcj006,garcija04,18282,2017.0,2019.0,jarlingarcia
619,619,garcia,leury,544725,garcl004,garcile02,5913,2013.0,2019.0,leurygarcia
620,620,garcia,luis,472610,garcl005,garcilu03,6984,2013.0,2019.0,luisgarcia
621,621,garcia,onelki,607162,garco001,garcion01,13674,2013.0,2017.0,onelkigarcia
622,622,garcia,rico,670329,garcr006,garciri01,20023,2019.0,2019.0,ricogarcia
623,623,garcia,robel,596825,garcr005,garciro02,13167,2019.0,2019.0,robelgarcia
624,624,garcia,willy,591994,garcw001,garciwi01,12956,2017.0,2017.0,willygarcia
625,625,garcia,yimi,554340,garcy001,garciyi01,12095,2014.0,2019.0,yimigarcia
626,626,gardewine,nick,643320,gardn001,gardeni01,16513,2017.0,2018.0,nickgardewine
627,627,gardner,brett,458731,gardb001,gardnbr01,9927,2008.0,2019.0,brettgardner
628,628,garlick,kyle,664247,garlk001,garliky01,18063,2019.0,2019.0,kylegarlick
629,629,garneau,dustin,572863,garnd001,garnedu01,9433,2015.0,2019.0,dustingarneau
630,630,garrett,amir,607237,garra001,garream01,14375,2017.0,2019.0,amirgarrett
631,631,garrett,reed,657585,garrr001,garrere01,16866,2019.0,2019.0,reedgarrett
632,632,garton,ryan,623439,gartr001,gartory01,14016,2016.0,2019.0,ryangarton
633,633,garver,mitch,641598,garvm001,garvemi01,15161,2017.0,2019.0,mitchgarver
634,634,garza,matt,490063,garzm001,garzama01,3340,2006.0,2017.0,mattgarza
635,635,gattis,evan,594828,gatte001,gattiev01,11003,2013.0,2018.0,evangattis
636,636,gausman,kevin,592332,gausk001,gausmke01,14107,2013.0,2019.0,kevingausman
637,637,gaviglio,sam,543208,gavis001,gavigsa01,12778,2017.0,2019.0,samgaviglio
638,638,gearrin,cory,518715,gearc001,gearrco01,7947,2011.0,2019.0,corygearrin
639,639,gee,dillon,518716,gee-d001,geedi01,7396,2010.0,2017.0,dillongee
640,640,gennett,scooter,571697,genns001,gennesc01,10339,2013.0,2019.0,scootergennett
641,641,gentry,craig,502226,gentc001,gentrcr01,9571,2009.0,2018.0,craiggentry
642,642,gerber,mike,595222,gerbm001,gerbemi01,16115,2018.0,2019.0,mikegerber
643,643,german,domingo,593334,germd001,germado01,17149,2017.0,2019.0,domingogerman
644,644,giavotella,johnny,543213,giavj001,giavojo01,6740,2011.0,2017.0,johnnygiavotella
645,645,gibaut,ian,664139,gibai001,gibauia01,17871,2019.0,2019.0,iangibaut
646,646,gibson,kyle,502043,gibsk002,gibsoky01,10123,2013.0,2019.0,kylegibson
647,647,giles,ken,571704,gilek001,gileske01,12910,2014.0,2019.0,kengiles
648,648,gillaspie,conor,543216,gillc001,gillaco01,9009,2008.0,2017.0,conorgillaspie
649,649,gilmartin,sean,543219,gilms001,gilmase01,12781,2015.0,2019.0,seangilmartin
650,650,gimenez,chris,460269,gimec001,gimench01,7324,2009.0,2018.0,chrisgimenez
651,651,ginkel,kevin,656464,ginkk001,ginkeke01,19876,2019.0,2019.0,kevinginkel
652,652,giolito,lucas,608337,gioll001,giolilu01,15474,2016.0,2019.0,lucasgiolito
653,653,givens,mychal,571710,givem001,givenmy01,10430,2015.0,2019.0,mychalgivens
654,654,glasnow,tyler,607192,glast001,glasnty01,14374,2016.0,2019.0,tylerglasnow
655,655,glover,koda,606983,glovk001,gloveko01,17695,2016.0,2018.0,kodaglover
656,656,godley,zack,643327,godlz001,godleza01,14862,2015.0,2019.0,zackgodley
657,657,goeddel,erik,592340,goede001,goedder01,11712,2014.0,2018.0,erikgoeddel
658,658,goforth,david,592341,gofod001,goforda01,12166,2015.0,2017.0,davidgoforth
659,659,gohara,luiz,627894,gohal001,goharlu01,15166,2017.0,2018.0,luizgohara
660,660,goins,ryan,572365,goinr001,goinsry01,9807,2013.0,2019.0,ryangoins
661,661,goldberg,brad,643329,goldb001,goldbbr01,14776,2017.0,2017.0,bradgoldberg
662,662,goldschmidt,paul,502671,goldp001,goldspa01,9218,2011.0,2019.0,paulgoldschmidt
663,663,gomber,austin,596295,gomba001,gombeau01,16561,2018.0,2018.0,austingomber
664,664,gomes,yan,543228,gomey001,gomesya01,9627,2012.0,2019.0,yangomes
665,665,gomez,carlos,460576,gomec002,gomezca01,4881,2007.0,2019.0,carlosgomez
666,666,gomez,jeanmar,491646,gomej002,gomezje01,9033,2010.0,2019.0,jeanmargomez
667,667,gomez,miguel,622497,gomem002,gomezmi01,17075,2017.0,2018.0,miguelgomez
668,668,gomez,roberto,596816,gomer002,gomezro01,12963,2017.0,2018.0,robertogomez
669,669,gonsalves,stephen,624427,gonss001,gonsast01,15492,2018.0,2018.0,stephengonsalves
670,670,gonsolin,tony,664062,gonst001,gonsoto01,19388,2019.0,2019.0,tonygonsolin
671,671,gonzales,marco,594835,gonzm005,gonzama02,15467,2014.0,2019.0,marcogonzales
672,672,gonzalez,adrian,408236,gonza003,gonzaad01,1908,2004.0,2018.0,adriangonzalez
673,673,gonzalez,alfredo,554054,gonza006,gonzaal04,14267,2018.0,2018.0,alfredogonzalez
674,674,gonzalez,carlos,471865,gonzc001,gonzaca01,7287,2008.0,2019.0,carlosgonzalez
675,675,gonzalez,chi chi,592346,gonzc002,gonzach01,14663,2015.0,2019.0,chi chigonzalez
676,676,gonzalez,erik,570481,gonze004,gonzaer01,13369,2016.0,2019.0,erikgonzalez
677,677,gonzalez,gio,461829,gonzg003,gonzagi01,7448,2008.0,2019.0,giogonzalez
678,678,gonzalez,marwin,503556,gonzm002,gonzama01,5497,2012.0,2019.0,marwingonzalez
679,679,gonzalez,merandy,642571,gonzm007,gonzame01,17313,2018.0,2018.0,merandygonzalez
680,680,gonzalez,miguel,456068,gonzm003,gonzami03,7024,2012.0,2018.0,miguelgonzalez
681,681,goodrum,niko,592348,goodn002,goodrni01,12092,2017.0,2019.0,nikogoodrum
682,682,goodwin,brian,571718,goodb001,goodwbr01,12858,2016.0,2019.0,briangoodwin
683,683,goody,nick,580792,goodn001,goodyni01,13685,2015.0,2019.0,nickgoody
684,684,gordon,alex,460086,gorda001,gordoal01,5209,2007.0,2019.0,alexgordon
685,685,gordon,dee,543829,gordd002,gordode01,8203,2011.0,2019.0,deegordon
686,686,gore,terrance,605253,goret001,gorete01,13658,2014.0,2019.0,terrancegore
687,687,gosewisch,tuffy,488912,goset001,gosewtu01,5277,2013.0,2017.0,tuffygosewisch
688,688,gosselin,philip,594838,gossp001,gosseph01,10953,2013.0,2019.0,philipgosselin
689,689,gossett,daniel,605254,gossd001,gosseda01,16164,2017.0,2018.0,danielgossett
690,690,gott,trevor,641627,gottt001,gotttr01,15046,2015.0,2019.0,trevorgott
691,691,grace,matt,594840,gracm003,gracema02,11449,2015.0,2019.0,mattgrace
692,692,grandal,yasmani,518735,grany001,grandya01,11368,2012.0,2019.0,yasmanigrandal
693,693,granderson,curtis,434158,granc001,grandcu01,4747,2004.0,2019.0,curtisgranderson
694,694,granite,zach,643335,granz001,graniza01,15343,2017.0,2017.0,zachgranite
695,695,graterol,brusdar,660813,gratb002,gratebr01,20367,2019.0,2019.0,brusdargraterol
696,696,graterol,juan,492802,gratj001,grateju01,5398,2016.0,2019.0,juangraterol
697,697,graveman,kendall,608665,gravk001,graveke01,15514,2014.0,2018.0,kendallgraveman
698,698,graves,brett,605255,gravb001,gravebr01,16218,2018.0,2018.0,brettgraves
699,699,gray,jon,592351,grayj003,grayjo02,14916,2015.0,2019.0,jongray
700,700,gray,sonny,543243,grays001,grayso01,12768,2013.0,2019.0,sonnygray
701,701,green,chad,643338,greec003,greench03,15552,2016.0,2019.0,chadgreen
702,702,green,grant,502205,greeg002,greengr01,10053,2013.0,2017.0,grantgreen
703,703,green,zach,608339,greez001,greenza01,14973,2019.0,2019.0,zachgreen
704,704,greene,shane,572888,grees005,greensh02,10756,2014.0,2019.0,shanegreene
705,705,gregerson,luke,502381,gregl001,gregelu01,4090,2009.0,2019.0,lukegregerson
706,706,gregorius,didi,544369,gregd001,gregodi01,6012,2012.0,2019.0,didigregorius
707,707,greiner,grayson,606988,greig001,greingr01,17062,2018.0,2019.0,graysongreiner
708,708,greinke,zack,425844,greiz001,greinza01,1943,2004.0,2019.0,zackgreinke
709,709,grichuk,randal,545341,gricr001,grichra01,10243,2014.0,2019.0,randalgrichuk
710,710,griffin,a. j.,456167,grifa002,griffaj01,11132,2012.0,2017.0,a. j.griffin
711,711,grilli,jason,276351,grilj001,grillja01,521,2000.0,2017.0,jasongrilli
712,712,grimm,justin,518748,grimj002,grimmju01,11720,2012.0,2018.0,justingrimm
713,713,grisham,trent,663757,grist001,grishtr01,18564,2019.0,2019.0,trentgrisham
714,714,grossman,robbie,543257,grosr001,grossro01,5254,2013.0,2019.0,robbiegrossman
715,715,grotz,zac,665093,grotz001,grotzza01,18256,2019.0,2019.0,zacgrotz
716,716,grullon,deivy,620453,gruld001,grullde01,15988,2019.0,2019.0,deivygrullon
717,717,gsellman,robert,607229,gselr001,gsellro01,13696,2016.0,2019.0,robertgsellman
718,718,guduan,reymin,594056,gudur001,guduare01,13058,2017.0,2019.0,reyminguduan
719,719,guerra,deolis,500610,guerd001,guerrde01,8410,2015.0,2019.0,deolisguerra
720,720,guerra,javy,642770,guerj004,guerrja02,17292,2018.0,2019.0,javyguerra
721,721,guerra,javy,457915,guerj002,guerrja01,7407,2011.0,2019.0,javyguerra
722,722,guerra,junior,448855,guerj003,guerrju02,5702,2015.0,2019.0,juniorguerra
723,723,guerrero,gabriel,602115,guerg001,guerrga01,14528,2018.0,2018.0,gabrielguerrero
724,724,guerrero,tayron,594027,guert001,guerrta01,11691,2016.0,2019.0,tayronguerrero
725,725,guerrero,vladimir,665489,guerv002,guerrvl02,19611,2019.0,2019.0,vladimirguerrero
726,726,guerrieri,taylor,605260,guert002,guerrta02,13616,2018.0,2019.0,taylorguerrieri
727,727,guilbeau,taylor,607555,guilt001,guilbta01,18306,2019.0,2019.0,taylorguilbeau
728,728,guillorme,luis,641645,guill001,guilllu01,16451,2018.0,2019.0,luisguillorme
729,729,guilmet,preston,543258,guilp001,guilmpr01,7303,2013.0,2018.0,prestonguilmet
730,730,gurka,jason,543261,gurkj001,gurkaja01,8007,2015.0,2017.0,jasongurka
731,731,gurriel,lourdes,666971,gurrl001,gurrilo01,19238,2018.0,2019.0,lourdesgurriel
732,732,gurriel,yuli,493329,gurry001,gourryu01,19198,2016.0,2019.0,yuligurriel
733,733,gustave,jandel,594311,gustj001,gustaja01,14665,2016.0,2019.0,jandelgustave
734,734,guthrie,jeremy,425386,guthj001,guthrje01,2072,2004.0,2017.0,jeremyguthrie
735,735,gutierrez,franklin,429711,gutif001,gutiefr01,3255,2005.0,2017.0,franklingutierrez
736,736,gutierrez,kelvin,642721,gutik001,gutieke01,17468,2019.0,2019.0,kelvingutierrez
737,737,guyer,brandon,446386,guyeb001,guyerbr01,2636,2011.0,2018.0,brandonguyer
738,738,guzman,ronald,608597,guzmr001,guzmaro01,14388,2018.0,2019.0,ronaldguzman
739,739,gyorko,jedd,576397,gyorj001,gyorkje01,10816,2013.0,2019.0,jeddgyorko
740,740,haase,eric,606992,haase001,haaseer01,14111,2018.0,2019.0,erichaase
741,741,hader,josh,623352,hadej001,haderjo01,14212,2017.0,2019.0,joshhader
742,742,haggerty,sam,664059,haggs001,haggesa01,18054,2019.0,2019.0,samhaggerty
743,743,hahn,jesse,534910,hahnj001,hahnje01,13287,2014.0,2019.0,jessehahn
744,744,hale,david,571735,haled001,haleda02,9756,2013.0,2019.0,davidhale
745,745,haley,justin,595234,halej001,haleyju01,13572,2017.0,2018.0,justinhaley
746,746,hall,matt,664180,hallm002,hallma02,18076,2018.0,2019.0,matthall
747,747,hamels,cole,430935,hamec001,hamelco01,4972,2006.0,2019.0,colehamels
748,748,hamilton,billy,571740,hamib001,hamilbi02,10199,2013.0,2019.0,billyhamilton
749,749,hamilton,ian,641656,hamii001,hamilia01,19261,2018.0,2018.0,ianhamilton
750,750,hammel,jason,434628,hammj002,hammeja01,4538,2006.0,2018.0,jasonhammel
751,751,hammer,j. d.,670456,hammj003,hammejd01,19548,2019.0,2019.0,j. d.hammer
752,752,hampson,garrett,641658,hampg001,hampsga01,19262,2018.0,2019.0,garretthampson
753,753,hancock,justin,606995,hancj002,hancoju01,12316,2018.0,2018.0,justinhancock
754,754,hand,brad,543272,handb001,handbr01,9111,2011.0,2019.0,bradhand
755,755,hanhold,eric,621098,hanhe001,hanhoer01,18332,2018.0,2018.0,erichanhold
756,756,hanigan,ryan,452672,hanir001,hanigry01,4952,2007.0,2017.0,ryanhanigan
757,757,haniger,mitch,571745,hanim001,hanigmi01,14274,2016.0,2019.0,mitchhaniger
758,758,hannemann,jacob,595238,hannj002,hanneja01,15644,2017.0,2017.0,jacobhannemann
759,759,hanson,alen,593700,hansa001,hansoal01,12926,2016.0,2019.0,alenhanson
760,760,happ,ian,664023,happi001,happia01,17919,2017.0,2019.0,ianhapp
761,761,happ,j. a.,457918,happj001,happja01,7410,2007.0,2019.0,j. a.happ
762,762,hardy,blaine,543278,hardb001,hardybl01,6499,2014.0,2019.0,blainehardy
763,763,hardy,j. j.,429666,hardj003,hardyjj01,3797,2005.0,2017.0,j. j.hardy
764,764,harper,bryce,547180,harpb003,harpebr03,11579,2012.0,2019.0,bryceharper
765,765,harper,ryne,607560,harpr001,harpery01,12680,2019.0,2019.0,ryneharper
766,766,harrell,lucas,449173,harrl002,harrelu01,7541,2010.0,2017.0,lucasharrell
767,767,harris,will,501789,harrw002,harriwi10,3192,2012.0,2019.0,willharris
768,768,harrison,josh,543281,harrj002,harrijo05,8202,2011.0,2019.0,joshharrison
769,769,hart,donnie,643354,hartd002,hartdo01,15306,2016.0,2019.0,donniehart
770,770,hartlieb,geoff,664129,hartg001,hartlge01,19558,2019.0,2019.0,geoffhartlieb
771,771,harvey,hunter,640451,harvh001,harvehu01,15507,2019.0,2019.0,hunterharvey
772,772,harvey,joe,642840,harvj001,harvejo01,16459,2019.0,2019.0,joeharvey
773,773,harvey,matt,518774,harvm001,harvema01,11713,2012.0,2019.0,mattharvey
774,774,haseley,adam,656514,hasea001,haselad01,19878,2019.0,2019.0,adamhaseley
775,775,hatcher,chris,501822,hatcc002,hatchch02,3299,2010.0,2018.0,chrishatcher
776,776,hauschild,mike,623434,hausm001,hauscmi01,14033,2017.0,2018.0,mikehauschild
777,777,hays,austin,669720,haysa001,haysau01,19363,2017.0,2019.0,austinhays
778,778,hazelbaker,jeremy,571757,hazej001,hazelje01,9399,2016.0,2017.0,jeremyhazelbaker
779,779,headley,chase,452104,headc001,headlch01,4720,2007.0,2018.0,chaseheadley
780,780,healy,ryon,592387,healr001,healyry01,15447,2016.0,2019.0,ryonhealy
781,781,heaney,andrew,571760,heana001,heanean01,15423,2014.0,2019.0,andrewheaney
782,782,hearn,taylor,621368,heart001,hearnta01,18325,2019.0,2019.0,taylorhearn
783,783,hechavarria,adeiny,588751,hecha001,hechaad01,10459,2012.0,2019.0,adeinyhechavarria
784,784,hedges,austin,595978,hedga001,hedgeau01,12976,2015.0,2019.0,austinhedges
785,785,heineman,scott,595981,heins001,heinesc01,14453,2019.0,2019.0,scottheineman
786,786,heineman,tyler,623168,heint001,heinety01,13897,2019.0,2019.0,tylerheineman
787,787,heisey,chris,502317,heisc001,heisech01,3978,2010.0,2017.0,chrisheisey
788,788,heller,ben,621294,hellb001,hellebe01,15100,2016.0,2019.0,benheller
789,789,hellickson,jeremy,476451,hellj001,hellije01,4371,2010.0,2019.0,jeremyhellickson
790,790,helsley,ryan,664854,helsr001,helslry01,18138,2019.0,2019.0,ryanhelsley
791,791,hembree,heath,592390,hembh001,hembrhe01,11632,2013.0,2019.0,heathhembree
792,792,hendricks,kyle,543294,hendk001,hendrky01,12049,2014.0,2019.0,kylehendricks
793,793,hendriks,liam,521230,hendl001,hendrli01,3548,2011.0,2019.0,liamhendriks
794,794,heredia,guillermo,628338,hereg002,heredgu01,18721,2016.0,2019.0,guillermoheredia
795,795,herget,jimmy,623474,hergj001,hergeji01,17556,2019.0,2019.0,jimmyherget
796,796,hermosillo,michael,641684,hermm001,hermomi01,16285,2018.0,2019.0,michaelhermosillo
797,797,hernandez,ariel,554374,herna004,hernaar01,15603,2017.0,2017.0,arielhernandez
798,798,hernandez,cesar,514917,hernc005,hernace02,10556,2013.0,2019.0,cesarhernandez
799,799,hernandez,darwinzon,650382,hernd004,hernada02,19848,2019.0,2019.0,darwinzonhernandez
800,800,hernandez,david,456696,hernd002,hernada01,4259,2009.0,2019.0,davidhernandez
801,801,hernandez,elieser,622694,herne002,hernael01,16933,2018.0,2019.0,elieserhernandez
802,802,hernandez,enrique,571771,herne001,hernaen02,10472,2014.0,2019.0,enriquehernandez
803,803,hernandez,felix,433587,hernf002,hernafe02,4772,2005.0,2019.0,felixhernandez
804,804,hernandez,gorkys,491676,herng001,hernago01,4146,2012.0,2019.0,gorkyshernandez
805,805,hernandez,jonathan,642546,hernj004,hernajo02,17464,2019.0,2019.0,jonathanhernandez
806,806,hernandez,marco,593523,hernm003,hernama02,13154,2016.0,2019.0,marcohernandez
807,807,hernandez,teoscar,606192,hernt002,hernate01,13066,2016.0,2019.0,teoscarhernandez
808,808,herrera,dilson,599096,herrd002,herredi01,14335,2014.0,2018.0,dilsonherrera
809,809,herrera,kelvin,516969,herrk001,herreke01,6033,2011.0,2019.0,kelvinherrera
810,810,herrera,odubel,546318,herro001,herreod01,11476,2015.0,2019.0,odubelherrera
811,811,herrera,ronald,622703,herrr001,herrero01,15688,2017.0,2017.0,ronaldherrera
812,812,herrera,rosell,594011,herrr002,herrero02,11611,2018.0,2019.0,rosellherrera
813,813,herrmann,chris,543302,herrc001,herrmch01,9284,2012.0,2019.0,chrisherrmann
814,814,hess,david,605276,hessd001,hessda01,16130,2018.0,2019.0,davidhess
815,815,heston,chris,518790,hestc001,hestoch01,10302,2014.0,2017.0,chrisheston
816,816,heyward,jason,518792,heywj001,heywaja01,4940,2010.0,2019.0,jasonheyward
817,817,hicks,aaron,543305,hicka001,hicksaa01,5297,2013.0,2019.0,aaronhicks
818,818,hicks,john,543308,hickj001,hicksjo02,12547,2015.0,2019.0,johnhicks
819,819,hicks,jordan,663855,hickj002,hicksjo03,19618,2018.0,2019.0,jordanhicks
820,820,higashioka,kyle,543309,higak001,higasky01,5517,2017.0,2019.0,kylehigashioka
821,821,hildenberger,trevor,657610,hildt001,hildetr01,17002,2017.0,2019.0,trevorhildenberger
822,822,hill,aaron,431094,hilla001,hillaa01,6104,2005.0,2017.0,aaronhill
823,823,hill,rich,448179,hillr001,hillri01,4806,2005.0,2019.0,richhill
824,824,hill,tim,657612,hillt002,hillti01,16814,2018.0,2019.0,timhill
825,825,hilliard,sam,656541,hills005,hillisa01,17954,2019.0,2019.0,samhilliard
826,826,hirano,yoshihisa,673633,hiray001,hiranyo01,19756,2018.0,2019.0,yoshihisahirano
827,827,hiura,keston,669374,hiurk001,hiurake01,20003,2019.0,2019.0,kestonhiura
828,828,hoerner,nico,663538,hoern001,hoernni01,21479,2019.0,2019.0,nicohoerner
829,829,hoffman,jeff,656546,hoffj003,hoffmje02,17432,2016.0,2019.0,jeffhoffman
830,830,holaday,bryan,592407,holab001,holadbr01,11287,2012.0,2019.0,bryanholaday
831,831,holder,jonathan,656547,holdj002,holdejo02,16588,2016.0,2019.0,jonathanholder
832,832,holland,derek,502706,holld003,hollade01,4141,2009.0,2019.0,derekholland
833,833,holland,greg,518813,hollg001,hollagr01,7196,2010.0,2019.0,gregholland
834,834,holliday,matt,407812,hollm001,hollima01,1873,2004.0,2018.0,mattholliday
835,835,holmberg,david,571787,holmd002,holmbda01,7725,2013.0,2017.0,davidholmberg
836,836,holmes,clay,605280,holmc001,holmecl01,13649,2018.0,2019.0,clayholmes
837,837,holt,brock,571788,holtb002,holtbr01,9345,2012.0,2019.0,brockholt
838,838,hoover,j. j.,543331,hoovj002,hoovejj01,9037,2012.0,2018.0,j. j.hoover
839,839,hoskins,rhys,656555,hoskr001,hoskirh01,16472,2017.0,2019.0,rhyshoskins
840,840,hosmer,eric,543333,hosme001,hosmeer01,3516,2011.0,2019.0,erichosmer
841,841,house,t. j.,543334,houst002,housetj01,9121,2014.0,2017.0,t. j.house
842,842,houser,adrian,605288,housa001,housead01,12718,2015.0,2019.0,adrianhouser
843,843,howard,sam,607572,howas002,howarsa01,16265,2018.0,2019.0,samhoward
844,844,howell,j. p.,434442,howej003,howeljp01,8245,2005.0,2017.0,j. p.howell
845,845,hoying,jared,592419,hoyij001,hoyinja01,10882,2016.0,2017.0,jaredhoying
846,846,hoyt,james,624586,hoytj001,hoytja01,14605,2016.0,2019.0,jameshoyt
847,847,hu,chih-wei,629496,hu--c002,huch02,16419,2017.0,2018.0,chih-weihu
848,848,huang,wei-chieh,658791,huanw001,huangwe01,17508,2019.0,2019.0,wei-chiehhuang
849,849,hudson,dakota,641712,hudsd002,hudsoda02,19206,2018.0,2019.0,dakotahudson
850,850,hudson,daniel,543339,hudsd001,hudsoda01,7146,2009.0,2019.0,danielhudson
851,851,hudson,joe,621529,hudsj002,hudsojo03,14412,2018.0,2019.0,joehudson
852,852,huffman,chad,502151,huffc001,huffmch01,5311,2010.0,2017.0,chadhuffman
853,853,hughes,jared,453172,hughj001,hugheja02,9325,2011.0,2019.0,jaredhughes
854,854,hughes,phil,461833,hughp001,hugheph01,7450,2007.0,2018.0,philhughes
855,855,hultzen,danny,543343,hultd001,hultzda01,12874,2019.0,2019.0,dannyhultzen
856,856,hundley,nick,460026,hundn001,hundlni01,3376,2008.0,2019.0,nickhundley
857,857,hunter,tommy,488984,huntt002,hunteto02,1157,2008.0,2019.0,tommyhunter
858,858,hursh,jason,592422,hursj004,hurshja01,14914,2016.0,2017.0,jasonhursh
859,859,hutchison,drew,571800,hutcd001,hutchdr01,10732,2012.0,2018.0,drewhutchison
860,860,hwang,jae-gyun,666561,hwanj001,hwangja01,19369,2017.0,2017.0,jae-gyunhwang
861,861,iannetta,chris,455104,iannc001,iannech01,8267,2006.0,2019.0,chrisiannetta
862,862,iglesias,jose,578428,iglej001,iglesjo01,10231,2011.0,2019.0,joseiglesias
863,863,iglesias,raisel,628452,igler001,iglesra01,17130,2015.0,2019.0,raiseliglesias
864,864,inciarte,ender,542255,incie001,inciaen01,4922,2014.0,2019.0,enderinciarte
865,865,infante,greg,500872,infag001,infangr01,9119,2010.0,2018.0,greginfante
866,866,irvin,cole,608344,irvic001,irvinco01,19244,2019.0,2019.0,coleirvin
867,867,iwakuma,hisashi,547874,iwakh001,iwakuhi01,13048,2012.0,2017.0,hisashiiwakuma
868,868,jackson,alex,656577,jacka002,jacksal02,17276,2019.0,2019.0,alexjackson
869,869,jackson,austin,457706,jacka001,jacksau01,9848,2010.0,2018.0,austinjackson
870,870,jackson,drew,623515,jackd004,jacksdr01,17807,2019.0,2019.0,drewjackson
871,871,jackson,edwin,429719,jacke001,jacksed01,1841,2003.0,2019.0,edwinjackson
872,872,jackson,jay,543351,jackj001,jacksja01,7432,2015.0,2019.0,jayjackson
873,873,jackson,luke,592426,jackl001,jackslu01,11752,2015.0,2019.0,lukejackson
874,874,james,josh,657624,jamej002,jamesjo02,16794,2018.0,2019.0,joshjames
875,875,janish,paul,457926,janip001,janispa01,7412,2008.0,2017.0,pauljanish
876,876,jankowski,jordan,543357,jankj001,jankojo01,13313,2017.0,2017.0,jordanjankowski
877,877,jankowski,travis,608671,jankt001,jankotr01,13768,2015.0,2019.0,travisjankowski
878,878,jansen,danny,643376,jansd001,janseda01,16535,2018.0,2019.0,dannyjansen
879,879,jansen,kenley,445276,jansk001,janseke01,3096,2010.0,2019.0,kenleyjansen
880,880,jaso,john,444379,jasoj001,jasojo01,5887,2008.0,2017.0,johnjaso
881,881,jay,jon,445055,jay-j001,jayjo02,5227,2010.0,2019.0,jonjay
882,882,jaye,myles,594867,jayem001,jayemy01,11769,2017.0,2017.0,mylesjaye
883,883,jeffress,jeremy,502026,jeffj001,jeffrje01,9490,2010.0,2019.0,jeremyjeffress
884,884,jennings,dan,543359,jennd003,jennida01,8073,2012.0,2019.0,danjennings
885,885,jepsen,kevin,448178,jepsk001,jepseke01,6475,2008.0,2018.0,kevinjepsen
886,886,jerez,williams,605301,jerew001,jerezwi01,14338,2018.0,2019.0,williamsjerez
887,887,jewell,jake,657228,jewej001,jewelja01,16958,2018.0,2019.0,jakejewell
888,888,jimenez,a. j.,543362,jimea001,jimenaj01,7077,2017.0,2017.0,a. j.jimenez
889,889,jimenez,eduardo,621592,jimee002,jimened01,19642,2019.0,2019.0,eduardojimenez
890,890,jimenez,eloy,650391,jimee001,jimenel02,17484,2019.0,2019.0,eloyjimenez
891,891,jimenez,joe,641729,jimej003,jimenjo02,15761,2017.0,2019.0,joejimenez
892,892,jimenez,ubaldo,434622,jimeu001,jimenub01,3374,2006.0,2017.0,ubaldojimenez
893,893,joe,connor,656582,joe-c001,joeco01,16572,2019.0,2019.0,connorjoe
894,894,johnson,brian,598271,johnb004,johnsbr02,14272,2015.0,2019.0,brianjohnson
895,895,johnson,dj,597113,johnd005,johnsdj01,12578,2018.0,2019.0,djjohnson
896,896,johnson,jim,462382,johnj010,johnsji04,3656,2006.0,2018.0,jimjohnson
897,897,johnson,micah,608672,johnm006,johnsmi04,13809,2015.0,2017.0,micahjohnson
898,898,johnson,pierce,572955,johnp001,johnspi01,13435,2017.0,2018.0,piercejohnson
899,899,johnson,sherman,582473,johns002,johnssh01,13906,2018.0,2018.0,shermanjohnson
900,900,jones,adam,430945,jonea003,jonesad01,6368,2006.0,2019.0,adamjones
901,901,jones,jacoby,592444,jonej006,jonesja07,14818,2016.0,2019.0,jacobyjones
902,902,jones,nate,518858,jonen001,jonesna01,4696,2012.0,2019.0,natejones
903,903,jones,ryder,624507,joner005,jonesry01,15982,2017.0,2018.0,ryderjones
904,904,jorge,felix,602928,jorgf001,jorgefe01,14532,2017.0,2017.0,felixjorge
905,905,joseph,caleb,543376,josec002,josepca01,7087,2014.0,2019.0,calebjoseph
906,906,joseph,corban,543377,josec001,josepco01,5503,2013.0,2019.0,corbanjoseph
907,907,joseph,tommy,571830,joset001,josepto01,10349,2016.0,2017.0,tommyjoseph
908,908,joyce,matthew,459964,joycm001,joycema01,3353,2008.0,2019.0,matthewjoyce
909,909,judge,aaron,592450,judga001,judgeaa01,15640,2016.0,2019.0,aaronjudge
910,910,jungmann,taylor,543380,jungt001,jungmta01,13119,2015.0,2017.0,taylorjungmann
911,911,junis,jakob,596001,junij001,junisja01,13619,2017.0,2019.0,jakobjunis
912,912,jurado,ariel,642558,juraa001,juradar01,17030,2018.0,2019.0,arieljurado
913,913,kaczmarski,kevin,664842,kaczk001,kaczmke01,18146,2018.0,2018.0,kevinkaczmarski
914,914,kahnle,tommy,592454,kahnt001,kahnlto01,11384,2014.0,2019.0,tommykahnle
915,915,kang,jung ho,628356,kangj001,kangju01,17182,2015.0,2019.0,jung hokang
916,916,karinchak,james,675916,karij001,karinja01,20151,2019.0,2019.0,jameskarinchak
917,917,karns,nate,501992,karnn001,karnsna01,12638,2013.0,2019.0,natekarns
918,918,kay,anthony,641743,kay-a001,kayan01,20387,2019.0,2019.0,anthonykay
919,919,kela,keone,605309,kelak001,kelake01,14696,2015.0,2019.0,keonekela
920,920,keller,brad,641745,kellb003,kellebr01,15734,2018.0,2019.0,bradkeller
921,921,keller,kyle,664918,kellk003,kelleky01,18890,2019.0,2019.0,kylekeller
