,index,name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last,name2search
307,307,cave,jake,595909,cavej001,caveja01,14477,2018.0,2019.0,jakecave
308,308,cease,dylan,656302,ceasd001,ceasedy01,18525,2019.0,2019.0,dylancease
309,309,cecchini,gavin,608325,ceccg002,cecchga02,17005,2016.0,2017.0,gavincecchini
310,310,cecil,brett,446399,cecib001,cecilbr01,2660,2009.0,2018.0,brettcecil
311,311,ceciliani,darrell,571553,cecid001,cecilda01,9954,2015.0,2017.0,darrellceciliani
312,312,cedeno,xavier,458584,cedex001,cedenxa01,36,2011.0,2019.0,xaviercedeno
313,313,centeno,juan,518542,centj001,centeju01,7168,2013.0,2019.0,juancenteno
314,314,cervelli,francisco,465041,cervf001,cervefr01,5275,2008.0,2019.0,franciscocervelli
315,315,cervenka,hunter,543017,cervh001,cervehu01,10510,2016.0,2017.0,huntercervenka
316,316,cespedes,yoenis,493316,cespy001,cespeyo01,13110,2012.0,2018.0,yoeniscespedes
317,317,cessa,luis,570666,cessl001,cessalu01,13345,2016.0,2019.0,luiscessa
318,318,chacin,alejandro,591701,chaca001,chacial01,13530,2017.0,2017.0,alejandrochacin
319,319,chacin,jhoulys,468504,chacj001,chacijh01,2608,2009.0,2019.0,jhoulyschacin
320,320,chafin,andrew,605177,chafa001,chafian01,12988,2014.0,2019.0,andrewchafin
321,321,chang,yu,644374,chany001,changyu01,14773,2019.0,2019.0,yuchang
322,322,chapman,aroldis,547973,chapa001,chapmar01,10233,2010.0,2019.0,aroldischapman
323,323,chapman,matt,656305,chapm001,chapmma01,16505,2017.0,2019.0,mattchapman
324,324,chargois,j. t.,608638,charj001,chargjt01,13767,2016.0,2019.0,j. t.chargois
325,325,chatwood,tyler,543022,chatt001,chatwty01,4338,2011.0,2019.0,tylerchatwood
326,326,chavez,jesse,445926,chavj001,chaveje01,5448,2008.0,2019.0,jessechavez
327,327,chavis,michael,656308,chavm001,chavimi01,17321,2019.0,2019.0,michaelchavis
328,328,chen,wei-yin,612672,chenw001,chenwe02,13071,2012.0,2019.0,wei-yinchen
329,329,chirinos,robinson,455139,chirr001,chiriro01,3142,2011.0,2019.0,robinsonchirinos
330,330,chirinos,yonny,630023,chiry001,chiriyo01,16401,2018.0,2019.0,yonnychirinos
331,331,chisenhall,lonnie,502082,chisl001,chiselo01,7571,2011.0,2018.0,lonniechisenhall
332,332,choi,ji-man,596847,choij001,choiji01,5452,2016.0,2019.0,ji-manchoi
333,333,choo,shin-soo,425783,choos001,choosh01,3174,2005.0,2019.0,shin-soochoo
334,334,cimber,adam,643256,cimba001,cimbead01,15288,2018.0,2019.0,adamcimber
335,335,cingrani,tony,571561,cingt001,cingrto01,12555,2012.0,2018.0,tonycingrani
336,336,cishek,steve,518553,cishs001,cishest01,6483,2010.0,2019.0,stevecishek
337,337,cisnero,jose,542585,cisnj001,cisnejo01,6399,2013.0,2019.0,josecisnero
338,338,ciuffo,nick,624419,ciufn001,ciuffni01,16291,2018.0,2019.0,nickciuffo
339,339,civale,aaron,650644,civaa001,civalaa01,19479,2019.0,2019.0,aaroncivale
340,340,claiborne,preston,502011,claip001,claibpr01,10500,2013.0,2017.0,prestonclaiborne
341,341,clarke,taylor,664199,clart003,clarkta01,17611,2019.0,2019.0,taylorclarke
342,342,clase,emmanuel,661403,clase001,claseem01,21032,2019.0,2019.0,emmanuelclase
343,343,claudio,alex,592222,claua001,claudal01,12890,2014.0,2019.0,alexclaudio
344,344,clevinger,mike,605182,clevm001,clevimi01,12808,2016.0,2019.0,mikeclevinger
345,345,clippard,tyler,461325,clipt001,clippty01,5640,2007.0,2019.0,tylerclippard
346,346,cloyd,tyler,543031,cloyt001,cloydty01,8536,2012.0,2018.0,tylercloyd
347,347,cobb,alex,502171,cobba001,cobbal01,6562,2011.0,2019.0,alexcobb
348,348,coghlan,chris,458085,coghc001,coghlch01,6878,2009.0,2017.0,chriscoghlan
349,349,cole,a. j.,595918,colea002,coleaj01,11467,2015.0,2019.0,a. j.cole
350,350,cole,gerrit,543037,coleg001,colege01,13125,2013.0,2019.0,gerritcole
351,351,cole,taylor,518566,colet001,coleta01,11964,2017.0,2019.0,taylorcole
352,352,coleman,dusty,543038,coled002,colemdu01,8979,2015.0,2017.0,dustycoleman
353,353,coleman,louis,488786,colel001,colemlo01,9720,2011.0,2018.0,louiscoleman
354,354,collins,tim,525768,collt001,colliti01,3164,2011.0,2019.0,timcollins
355,355,collins,tyler,607385,collt002,collity01,12723,2014.0,2017.0,tylercollins
356,356,collins,zack,641470,collz001,colliza01,19181,2019.0,2019.0,zackcollins
357,357,collmenter,josh,518567,collj001,collmjo01,7312,2011.0,2017.0,joshcollmenter
358,358,colome,alex,517008,coloa001,colomal01,6661,2013.0,2019.0,alexcolome
359,359,colon,bartolo,112526,colob001,colonba01,375,1997.0,2018.0,bartolocolon
360,360,colon,christian,518568,coloc002,colonch01,11145,2014.0,2019.0,christiancolon
361,361,conforto,michael,624424,confm001,confomi01,16376,2015.0,2019.0,michaelconforto
362,362,conley,adam,543045,conla001,conlead01,14457,2015.0,2019.0,adamconley
363,363,conlon,p. j.,664869,conlp001,conlopj01,18213,2018.0,2018.0,p. j.conlon
364,364,contreras,willson,575929,contw001,contrwi01,11609,2016.0,2019.0,willsoncontreras
365,365,cook,ryan,475857,cookr001,cookry01,8855,2011.0,2018.0,ryancook
366,366,coonrod,sam,656322,coons001,coonrsa01,17264,2019.0,2019.0,samcoonrod
367,367,cooper,garrett,643265,coopg002,coopega03,15279,2017.0,2019.0,garrettcooper
368,368,copeland,scott,571577,copes001,copelsc01,10706,2015.0,2018.0,scottcopeland
369,369,corbin,patrick,571578,corbp001,corbipa01,9323,2012.0,2019.0,patrickcorbin
370,370,corcino,daniel,542289,corcd001,corcida01,9266,2014.0,2018.0,danielcorcino
371,371,cordell,ryan,641477,cordr001,cordery01,15181,2018.0,2019.0,ryancordell
372,372,cordero,franchy,614173,cordf003,cordefr02,14567,2017.0,2019.0,franchycordero
373,373,cordero,jimmy,622772,cordj001,cordeji01,15690,2018.0,2019.0,jimmycordero
374,374,cordoba,allen,642707,corda001,cordoal01,15722,2017.0,2017.0,allencordoba
375,375,correa,carlos,621043,corrc001,correca01,14162,2015.0,2019.0,carloscorrea
376,376,cortes,nestor,641482,cortn001,cortene01,17874,2018.0,2019.0,nestorcortes
377,377,cosart,jarred,543054,cosaj001,cosarja01,10304,2013.0,2017.0,jarredcosart
378,378,cotton,jharel,605194,cottj001,cottojh01,13654,2016.0,2017.0,jharelcotton
379,379,coulombe,danny,543056,could001,couloda01,13293,2014.0,2018.0,dannycoulombe
380,380,court,ryan,606956,courr001,courtry01,12268,2019.0,2019.0,ryancourt
381,381,covey,dylan,592229,coved001,coveydy01,14825,2017.0,2019.0,dylancovey
382,382,cowart,kaleb,592230,cowak001,cowarka01,11494,2015.0,2019.0,kalebcowart
383,383,cozart,zack,446359,cozaz001,cozarza01,2616,2011.0,2019.0,zackcozart
384,384,cozens,dylan,622226,cozed001,cozendy01,15115,2018.0,2019.0,dylancozens
385,385,crawford,brandon,543063,crawb001,crawfbr01,5343,2011.0,2019.0,brandoncrawford
386,386,crawford,j. p.,641487,crawj002,crawfjp01,15491,2017.0,2019.0,j. p.crawford
387,387,crichton,stefan,592233,crics001,crichst01,16058,2017.0,2019.0,stefancrichton
388,388,crick,kyle,605195,crick001,crickky01,13182,2017.0,2019.0,kylecrick
389,389,crockett,kyle,641490,crock001,crockky01,15033,2014.0,2018.0,kylecrockett
390,390,cron,c. j.,543068,cronc002,croncj01,12546,2014.0,2019.0,c. j.cron
391,391,cron,kevin,605196,cronk001,cronke01,16211,2019.0,2019.0,kevincron
392,392,cruz,nelson,443558,cruzn002,cruzne02,2434,2005.0,2019.0,nelsoncruz
393,393,cruz,rhiner,462480,cruzr001,cruzrh01,711,2012.0,2018.0,rhinercruz
394,394,cruz,tony,488810,cruzt002,cruzto03,2802,2011.0,2018.0,tonycruz
395,395,cueto,johnny,456501,cuetj001,cuetojo01,6893,2008.0,2019.0,johnnycueto
396,396,cuevas,noel,571595,cuevn001,cuevano01,11894,2018.0,2019.0,noelcuevas
397,397,cuevas,william,571035,cuevw001,cuevawi01,13331,2016.0,2018.0,williamcuevas
398,398,culberson,charlie,518586,culbc001,culbech01,3298,2012.0,2019.0,charlieculberson
399,399,cumpton,brandon,592238,cumpb001,cumptbr01,11366,2013.0,2018.0,brandoncumpton
400,400,curtis,zac,657205,curtz001,curtiza01,16684,2016.0,2018.0,zaccurtis
401,401,curtiss,john,595928,curtj003,curtijo02,16128,2017.0,2019.0,johncurtiss
402,402,cuthbert,cheslor,596144,cuthc001,cuthbch01,10473,2015.0,2019.0,cheslorcuthbert
403,403,d'arnaud,chase,488818,darnc001,darnach01,6652,2011.0,2018.0,chased'arnaud
404,404,d'arnaud,travis,518595,darnt001,darnatr01,7739,2013.0,2019.0,travisd'arnaud
405,405,dahl,david,621311,dahld001,dahlda01,13744,2016.0,2019.0,daviddahl
406,406,danish,tyler,641501,danit001,danisty01,15126,2016.0,2018.0,tylerdanish
407,407,darvish,yu,506433,darvy001,darviyu01,13074,2012.0,2019.0,yudarvish
408,408,davidson,matt,571602,davim005,davidma02,7226,2013.0,2018.0,mattdavidson
409,409,davies,zach,605200,daviz001,davieza02,13183,2015.0,2019.0,zachdavies
410,410,davis,austin,656354,davia003,davisau01,17117,2018.0,2019.0,austindavis
411,411,davis,chris,448801,davic003,davisch02,9272,2008.0,2019.0,chrisdavis
412,412,davis,j. d.,605204,davij006,davisjd01,16219,2017.0,2019.0,j. d.davis
413,413,davis,jaylin,664041,davij008,davisja03,19552,2019.0,2019.0,jaylindavis
414,414,davis,johnny,643275,davij009,davisjo06,15830,2019.0,2019.0,johnnydavis
415,415,davis,jonathan,641505,davij007,davisjo05,15104,2018.0,2019.0,jonathandavis
416,416,davis,khris,501981,davik003,daviskh01,9112,2013.0,2019.0,khrisdavis
417,417,davis,rajai,434658,davir003,davisra01,3708,2006.0,2019.0,rajaidavis
418,418,davis,rookie,606959,davir004,davisro03,14962,2017.0,2019.0,rookiedavis
419,419,davis,taylor,543089,davit004,davista01,12782,2017.0,2019.0,taylordavis
420,420,davis,wade,451584,daviw001,daviswa01,7441,2009.0,2019.0,wadedavis
421,421,dayton,grant,594795,daytg001,daytogr01,11203,2016.0,2019.0,grantdayton
422,422,daza,yonathan,602074,dazay001,dazayo01,15794,2019.0,2019.0,yonathandaza
423,423,de aza,alejandro,457477,deaza001,deazaal01,3371,2007.0,2017.0,alejandrode aza
424,424,de jong,chase,608328,dejoc001,dejonch01,15036,2017.0,2019.0,chasede jong
425,425,de la rosa,jorge,407822,delaj001,rosajo01,2047,2004.0,2018.0,jorgede la rosa
426,426,de la rosa,rubby,523989,delar003,delarru01,3862,2011.0,2017.0,rubbyde la rosa
427,427,de leon,jose,592254,delej003,deleojo03,15463,2016.0,2019.0,josede leon
428,428,de los santos,enyel,660853,deloe001,delosen01,18403,2018.0,2019.0,enyelde los santos
429,429,dean,austin,621573,deana001,deanau01,18288,2018.0,2019.0,austindean
430,430,decker,jaff,543094,deckj001,deckeja01,7945,2013.0,2017.0,jaffdecker
431,431,deetz,dean,657209,deetd001,deetzde01,16687,2018.0,2018.0,deandeetz
432,432,degrom,jacob,594798,degrj001,degroja01,10954,2014.0,2019.0,jacobdegrom
433,433,dejong,paul,657557,dejop001,dejonpa01,18015,2017.0,2019.0,pauldejong
434,434,del pozo,miguel,600887,delpm001,delpomi01,18792,2019.0,2019.0,migueldel pozo
435,435,delgado,randall,517414,delgr001,delgara01,5985,2011.0,2018.0,randalldelgado
436,436,delmonico,nick,547170,delmn001,delmoni01,13157,2017.0,2019.0,nickdelmonico
437,437,demeritte,travis,641513,demet001,demertr01,15958,2019.0,2019.0,travisdemeritte
438,438,den dekker,matt,544925,dendm001,dendema01,11385,2013.0,2018.0,mattden dekker
439,439,dermody,matt,571616,dermm001,dermoma01,14844,2016.0,2017.0,mattdermody
440,440,descalso,daniel,518614,descd001,descada01,8392,2010.0,2019.0,danieldescalso
441,441,desclafani,anthony,543101,desca001,desclan01,13050,2014.0,2019.0,anthonydesclafani
442,442,deshields,delino,592261,deshd002,deshide02,11379,2015.0,2019.0,delinodeshields
443,443,desmond,ian,435622,desmi001,desmoia01,6885,2009.0,2019.0,iandesmond
444,444,despaigne,odrisamer,628333,despo001,despaod01,16017,2014.0,2019.0,odrisamerdespaigne
445,445,detwiler,ross,446321,detwr001,detwiro01,2859,2007.0,2019.0,rossdetwiler
446,446,devenski,chris,606965,devec001,devench02,12763,2016.0,2019.0,chrisdevenski
447,447,devers,rafael,646240,dever001,deverra01,17350,2017.0,2019.0,rafaeldevers
448,448,diaz,aledmys,649557,diaza003,diazal02,15937,2016.0,2019.0,aledmysdiaz
449,449,diaz,dayan,500765,diazd001,diazda01,11543,2016.0,2017.0,dayandiaz
450,450,diaz,edwin,621242,diaze006,diazed04,14710,2016.0,2019.0,edwindiaz
451,451,diaz,elias,553869,diaze005,diazel01,11680,2015.0,2019.0,eliasdiaz
452,452,diaz,isan,656371,diazi001,diazis01,17922,2019.0,2019.0,isandiaz
453,453,diaz,jairo,545064,diazj006,diazja01,12774,2014.0,2019.0,jairodiaz
454,454,diaz,jumbo,471822,diazj005,diazju03,3397,2014.0,2017.0,jumbodiaz
455,455,diaz,miguel,622766,diazm004,diazmi02,18815,2017.0,2019.0,migueldiaz
456,456,diaz,yandy,650490,diazy001,diazya01,16578,2017.0,2019.0,yandydiaz
457,457,diaz,yennsy,660546,diazy002,diazye01,20218,2019.0,2019.0,yennsydiaz
458,458,dickerson,alex,543105,dicka001,dickeal01,12649,2015.0,2019.0,alexdickerson
459,459,dickerson,corey,572816,dickc002,dickeco01,10762,2013.0,2019.0,coreydickerson
460,460,dickey,r. a.,285079,dickr001,dicker.01,1245,2001.0,2017.0,r. a.dickey
461,461,dickson,o'koyea,607297,dicko001,dicksok01,12677,2017.0,2017.0,o'koyeadickson
462,462,diehl,phillip,670426,diehp001,diehlph01,20030,2019.0,2019.0,phillipdiehl
463,463,diekman,jake,518617,diekj001,diekmja01,5003,2012.0,2019.0,jakediekman
464,464,dietrich,derek,518618,dietd001,dietrde01,10542,2013.0,2019.0,derekdietrich
465,465,difo,wilmer,594694,difow001,difowi01,14320,2015.0,2019.0,wilmerdifo
466,466,dini,nick,664926,dinin001,dinini01,18206,2019.0,2019.0,nickdini
467,467,dixon,brandon,641525,dixob001,dixonbr01,15214,2018.0,2019.0,brandondixon
468,468,dobnak,randy,677976,dobnr001,dobnara01,23798,2019.0,2019.0,randydobnak
469,469,dominguez,seranthony,622554,domis001,dominse01,19249,2018.0,2019.0,seranthonydominguez
470,470,donaldson,josh,518626,donaj001,donaljo02,5038,2010.0,2019.0,joshdonaldson
471,471,doolittle,sean,448281,dools001,doolise01,1581,2012.0,2019.0,seandoolittle
472,472,dowdy,kyle,664871,dowdk001,dowdyky01,19285,2019.0,2019.0,kyledowdy
473,473,dozier,brian,572821,dozib001,doziebr01,9810,2012.0,2019.0,briandozier
474,474,dozier,hunter,641531,dozih001,doziehu01,15117,2016.0,2019.0,hunterdozier
475,475,drake,oliver,543118,drako001,drakeol01,8823,2015.0,2019.0,oliverdrake
476,476,drew,stephen,452220,drews001,drewst01,4251,2006.0,2017.0,stephendrew
477,477,drury,brandon,592273,drurb001,drurybr01,11615,2015.0,2019.0,brandondrury
478,478,dubon,mauricio,643289,dubom001,dubonma01,16530,2019.0,2019.0,mauriciodubon
479,479,duda,lucas,446263,dudal001,dudalu01,2502,2010.0,2019.0,lucasduda
480,480,duensing,brian,488846,duenb001,duensbr01,4064,2009.0,2018.0,brianduensing
481,481,duffey,tyler,608648,dufft001,duffety01,13758,2015.0,2019.0,tylerduffey
482,482,duffy,danny,518633,duffd001,duffyda01,3542,2011.0,2019.0,dannyduffy
483,483,duffy,matt,622110,duffm002,duffyma01,13836,2014.0,2019.0,mattduffy
484,484,duggar,steven,621453,duggs001,duggast01,17719,2018.0,2019.0,stevenduggar
485,485,dugger,robert,667498,duggr001,duggero01,19191,2019.0,2019.0,robertdugger
486,486,duke,zach,435043,dukez001,dukeza01,3840,2005.0,2019.0,zachduke
487,487,dull,ryan,623430,dullr001,dullry01,13974,2015.0,2019.0,ryandull
488,488,dunn,justin,643290,dunnj002,dunnju01,19268,2019.0,2019.0,justindunn
489,489,dunn,mike,445197,dunnm002,dunnmi01,9948,2009.0,2019.0,mikedunn
490,490,duplantier,jon,641541,duplj001,duplajo01,19546,2019.0,2019.0,jonduplantier
491,491,durapau,montana,657566,duram002,durapmo01,16768,2019.0,2019.0,montanadurapau
492,492,duvall,adam,594807,duvaa001,duvalad01,10950,2014.0,2019.0,adamduvall
493,493,dyson,jarrod,502481,dysoj001,dysonja01,4866,2010.0,2019.0,jarroddyson
494,494,dyson,sam,473879,dysos001,dysonsa01,11710,2012.0,2019.0,samdyson
495,495,eades,ryan,592280,eader001,eadesry01,14808,2019.0,2019.0,ryaneades
496,496,eaton,adam,594809,eatoa002,eatonad02,11205,2012.0,2019.0,adameaton
497,497,edgin,josh,572831,edgij001,edginjo01,10796,2012.0,2017.0,joshedgin
498,498,edman,tommy,669242,edmat001,edmanto01,19470,2019.0,2019.0,tommyedman
499,499,edwards,carl,605218,edwac001,edwarca01,13607,2015.0,2019.0,carledwards
500,500,edwards,jon,457754,edwaj001,edwarjo02,1483,2014.0,2019.0,jonedwards
501,501,eflin,zach,621107,efliz001,eflinza01,13774,2016.0,2019.0,zacheflin
502,502,eibner,brett,518649,eibnb001,eibnebr01,11369,2016.0,2017.0,bretteibner
503,503,eickhoff,jerad,595191,eickj001,eickhje01,12664,2015.0,2019.0,jeradeickhoff
504,504,elias,roenis,606273,eliar001,eliasro01,12673,2014.0,2019.0,roeniselias
505,505,ellington,brian,623395,ellib001,ellinbr02,17233,2015.0,2017.0,brianellington
506,506,ellis,a. j.,454560,ellia001,ellisaj01,5677,2008.0,2018.0,a. j.ellis
507,507,ellis,chris,595939,ellic001,ellisch01,16125,2019.0,2019.0,chrisellis
508,508,ellsbury,jacoby,453056,ellsj001,ellsbja01,4727,2007.0,2017.0,jacobyellsbury
509,509,elmore,jake,518653,elmoj001,elmorja01,7290,2012.0,2019.0,jakeelmore
510,510,encarnacion,edwin,429665,encae001,encared01,2151,2005.0,2019.0,edwinencarnacion
511,511,engel,adam,641553,engea001,engelad01,15082,2017.0,2019.0,adamengel
512,512,enns,dietrich,608650,ennsd001,ennsdi01,13932,2017.0,2017.0,dietrichenns
513,513,eovaldi,nathan,543135,eovan001,eovalna01,9132,2011.0,2019.0,nathaneovaldi
514,514,erlin,robbie,572362,erlir001,erlinro01,10354,2013.0,2019.0,robbieerlin
515,515,ervin,phil,640447,ervip001,ervinph01,14738,2017.0,2019.0,philervin
516,516,esch,jake,605222,eschj001,eschja01,12756,2016.0,2017.0,jakeesch
517,517,escobar,alcides,444876,escoa003,escobal02,6310,2008.0,2018.0,alcidesescobar
518,518,escobar,eduardo,500871,escoe001,escobed01,6153,2011.0,2019.0,eduardoescobar
519,519,escobar,luis,650813,escol001,escoblu01,17345,2019.0,2019.0,luisescobar
520,520,escobar,yunel,488862,escoy001,escobyu01,4191,2007.0,2017.0,yunelescobar
521,521,eshelman,tom,664045,eshet001,eshelto01,18361,2019.0,2019.0,tomeshelman
522,522,espino,paolo,502179,espip001,espinpa01,8246,2017.0,2017.0,paoloespino
523,523,espinosa,danny,457787,espid001,espinda01,9219,2010.0,2017.0,dannyespinosa
524,524,estevez,carlos,608032,estec001,estevca01,14542,2016.0,2019.0,carlosestevez
525,525,estrada,marco,462136,estrm001,estrama01,1118,2008.0,2019.0,marcoestrada
526,526,estrada,thairo,642731,estrt001,estrath01,16426,2019.0,2019.0,thairoestrada
527,527,ethier,andre,444843,ethia001,ethiean01,6265,2006.0,2017.0,andreethier
528,528,evans,phillip,595943,evanp001,evansph01,12950,2017.0,2018.0,phillipevans
529,529,fairbanks,peter,664126,fairp001,fairbpe01,17998,2019.0,2019.0,peterfairbanks
530,530,familia,jeurys,544727,famij001,familje01,5114,2012.0,2019.0,jeurysfamilia
531,531,faria,jake,607188,farij001,fariaja01,13699,2017.0,2019.0,jakefaria
532,532,farmer,buck,571656,farmb001,farmebu01,14814,2014.0,2019.0,buckfarmer
533,533,farmer,kyle,571657,farmk001,farmeky01,14813,2017.0,2019.0,kylefarmer
534,534,farquhar,danny,543144,farqd001,farquda01,8501,2011.0,2018.0,dannyfarquhar
535,535,farrell,luke,608652,farrl001,farrelu01,15101,2017.0,2019.0,lukefarrell
536,536,featherston,taylor,605227,featt001,feathta01,12590,2015.0,2017.0,taylorfeatherston
537,537,fedde,erick,607200,fedde001,feddeer01,17425,2017.0,2019.0,erickfedde
538,538,federowicz,tim,543148,fedet001,federti01,8609,2011.0,2019.0,timfederowicz
539,539,feierabend,ryan,456387,feier001,feierry01,6336,2006.0,2019.0,ryanfeierabend
540,540,feldman,scott,444857,felds001,feldmsc01,6283,2005.0,2017.0,scottfeldman
541,541,feliz,michael,593140,felim001,felizmi01,11903,2015.0,2019.0,michaelfeliz
542,542,feliz,neftali,491703,felin001,felizne01,18,2009.0,2017.0,neftalifeliz
543,543,ferguson,caleb,657571,fergc001,ferguca01,19349,2018.0,2019.0,calebferguson
544,544,fernandez,jose,622774,fernj005,fernajo04,14733,2018.0,2019.0,josefernandez
545,545,fernandez,jose,628336,fernj004,fernajo03,19254,2018.0,2018.0,josefernandez
546,546,fernandez,junior,658551,fernj006,fernaju01,18496,2019.0,2019.0,juniorfernandez
547,547,ferrell,jeff,594815,ferrj001,ferreje01,11506,2015.0,2017.0,jeffferrell
548,548,festa,matt,670036,festm001,festama01,19330,2018.0,2019.0,mattfesta
549,549,field,johnny,608654,fielj003,fieldjo04,15048,2018.0,2018.0,johnnyfield
550,550,fields,josh,451661,fielj002,fieldjo03,5070,2013.0,2018.0,joshfields
551,551,fien,casey,502272,fienc001,fienca01,3926,2009.0,2017.0,caseyfien
552,552,fiers,mike,571666,fierm001,fiersmi01,7754,2011.0,2019.0,mikefiers
553,553,fillmyer,heath,641571,fillh001,fillmhe01,17466,2018.0,2019.0,heathfillmyer
554,554,finnegan,brandon,605232,finnb001,finnebr01,16208,2014.0,2018.0,brandonfinnegan
555,555,fisher,derek,605233,fishd001,fishede01,16192,2017.0,2019.0,derekfisher
556,556,fister,doug,450729,fistd001,fistedo01,9425,2009.0,2018.0,dougfister
557,557,flaherty,jack,656427,flahj002,flaheja01,17479,2017.0,2019.0,jackflaherty
558,558,flaherty,ryan,475247,flahr001,flahery01,7888,2012.0,2019.0,ryanflaherty
559,559,fletcher,david,664058,fletd002,fletcda02,17992,2018.0,2019.0,davidfletcher
560,560,flexen,chris,623167,flexc001,flexech01,13896,2017.0,2019.0,chrisflexen
561,561,flores,ramon,570717,florr003,florera02,11165,2015.0,2017.0,ramonflores
562,562,flores,wilmer,527038,florw001,florewi01,5827,2013.0,2019.0,wilmerflores
563,563,florimon,pedro,465753,florp001,floripe01,8385,2011.0,2018.0,pedroflorimon
564,564,floro,dylan,571670,flord002,florody01,13394,2016.0,2019.0,dylanfloro
565,565,flowers,tyler,452095,flowt001,flowety01,9134,2009.0,2019.0,tylerflowers
566,566,flynn,brian,543169,flynb001,flynnbr01,12027,2013.0,2019.0,brianflynn
567,567,foltynewicz,mike,592314,foltm001,foltymi01,10811,2014.0,2019.0,mikefoltynewicz
568,568,font,wilmer,521655,fontw001,fontwi01,5257,2012.0,2019.0,wilmerfont
569,569,fontana,nolan,545337,fontn001,fontano01,13267,2017.0,2018.0,nolanfontana
570,570,ford,mike,645801,fordm002,fordmi01,15585,2019.0,2019.0,mikeford
571,571,forsythe,logan,523253,forsl001,forsylo01,7185,2011.0,2019.0,loganforsythe
572,572,fowler,dexter,451594,fowld001,fowlede01,4062,2008.0,2019.0,dexterfowler
573,573,fowler,dustin,641583,fowld002,fowledu01,17098,2017.0,2018.0,dustinfowler
574,574,fraley,jake,641584,fralj001,fraleja01,19260,2019.0,2019.0,jakefraley
575,575,france,ty,664034,frant002,francty01,17982,2019.0,2019.0,tyfrance
576,576,franco,enderson,575070,frane001,francen01,11896,2019.0,2019.0,endersonfranco
577,577,franco,maikel,596748,franm004,francma02,12179,2014.0,2019.0,maikelfranco
578,578,franklin,nick,545338,frann001,frankni01,10166,2013.0,2018.0,nickfranklin
579,579,frankoff,seth,571676,frans001,frankse01,11346,2017.0,2017.0,sethfrankoff
580,580,frare,caleb,621350,frarc001,frareca01,14353,2018.0,2019.0,calebfrare
581,581,frazier,adam,624428,fraza001,fraziad01,15223,2016.0,2019.0,adamfrazier
582,582,frazier,clint,640449,frazc001,frazicl01,15983,2017.0,2019.0,clintfrazier
583,583,frazier,todd,453943,frazt001,frazito01,785,2011.0,2019.0,toddfrazier
584,584,freeland,kyle,607536,freek001,freelky01,16256,2017.0,2019.0,kylefreeland
585,585,freeman,freddie,518692,freef001,freemfr01,5361,2010.0,2019.0,freddiefreeman
586,586,freeman,mike,502273,freem002,freemmi01,11241,2016.0,2019.0,mikefreeman
587,587,freeman,sam,518693,frees001,freemsa01,6832,2012.0,2019.0,samfreeman
588,588,freese,david,501896,freed001,freesda01,9549,2009.0,2019.0,davidfreese
589,589,freitas,david,571679,freid001,freitda01,10619,2017.0,2019.0,davidfreitas
590,590,fried,max,608331,friem001,friedma01,13743,2017.0,2019.0,maxfried
591,591,frieri,ernesto,457117,friee001,frierer01,5178,2009.0,2017.0,ernestofrieri
592,592,fry,jace,605240,fry-j001,fryja01,16159,2017.0,2019.0,jacefry
593,593,fry,paul,643316,fry-p001,frypa01,15832,2018.0,2019.0,paulfry
594,594,fryer,eric,518700,fryee001,fryerer01,8145,2011.0,2017.0,ericfryer
595,595,fuentes,josh,658069,fuenj001,fuentjo01,16885,2019.0,2019.0,joshfuentes
596,596,fuentes,rey,571681,fuenr001,fuentre01,10329,2013.0,2017.0,reyfuentes
597,597,fulmer,carson,608334,fulmc001,fulmeca01,18311,2016.0,2019.0,carsonfulmer
598,598,fulmer,michael,605242,fulmm001,fulmemi01,13218,2016.0,2018.0,michaelfulmer
599,599,gagnon,drew,543193,gagnd001,gagnodr01,12545,2018.0,2019.0,drewgagnon
600,600,gale,rocky,502570,galer002,galero01,10533,2015.0,2019.0,rockygale
601,601,gallagher,cam,595956,gallc001,gallaca01,12981,2017.0,2019.0,camgallagher
602,602,gallardo,yovani,451596,gally001,gallayo01,8173,2007.0,2018.0,yovanigallardo
603,603,gallegos,giovanny,606149,gallg001,gallegi01,14986,2017.0,2019.0,giovannygallegos
604,604,gallen,zac,668678,gallz001,galleza01,19291,2019.0,2019.0,zacgallen
605,605,gallo,joey,608336,gallj002,gallojo01,14128,2015.0,2019.0,joeygallo
606,606,galloway,isaac,543194,galli001,gallois01,5238,2018.0,2019.0,isaacgalloway
607,607,galvis,freddy,520471,galvf001,galvifr01,6609,2012.0,2019.0,freddygalvis
608,608,gamel,ben,592325,gameb001,gamelbe01,12160,2016.0,2019.0,bengamel
609,609,gant,john,607231,gantj002,gantjo01,13684,2016.0,2019.0,johngant
610,610,garcia,adolis,666969,garca005,garciad02,19287,2018.0,2018.0,adolisgarcia
611,611,garcia,adonis,611177,garca004,garciad01,13777,2015.0,2017.0,adonisgarcia
612,612,garcia,aramis,605244,garca006,garciar01,16925,2018.0,2019.0,aramisgarcia
613,613,garcia,avisail,541645,garca003,garciav01,5760,2012.0,2019.0,avisailgarcia
614,614,garcia,bryan,650530,garcb001,garcibr01,19457,2019.0,2019.0,bryangarcia
615,615,garcia,edgar,658305,garce001,garcied01,19276,2019.0,2019.0,edgargarcia
