,batter_cat,pitcher_cat,pred
0,0.15,0.8,0.1867802891780841
1,0.15,0.8526315789473684,0.1912985957311153
2,0.15,0.9052631578947369,0.1958169022841465
3,0.15,0.9578947368421054,0.20033520883717773
4,0.15,1.0105263157894737,0.20485351539020896
5,0.15,1.063157894736842,0.20937182194324017
6,0.15,1.1157894736842104,0.21389012849627137
7,0.15,1.168421052631579,0.21840843504930257
8,0.15,1.2210526315789474,0.2229267416023338
9,0.15,1.2736842105263158,0.227445048155365
10,0.15,1.3263157894736843,0.23196335470839624
11,0.15,1.3789473684210527,0.23648166126142744
12,0.15,1.431578947368421,0.24099996781445865
13,0.15,1.4842105263157894,0.24551827436748985
14,0.15,1.5368421052631578,0.25003658092052106
15,0.15,1.5894736842105264,0.2545548874735523
16,0.15,1.6421052631578947,0.2590731940265835
17,0.15,1.694736842105263,0.2635915005796147
18,0.15,1.7473684210526317,0.268109807132646
19,0.15,1.8,0.2726281136856772
20,0.16842105263157894,0.8,0.19647355377496703
21,0.16842105263157894,0.8526315789473684,0.20099186032799826
22,0.16842105263157894,0.9052631578947369,0.20551016688102947
23,0.16842105263157894,0.9578947368421054,0.21002847343406067
24,0.16842105263157894,1.0105263157894737,0.2145467799870919
25,0.16842105263157894,1.063157894736842,0.2190650865401231
26,0.16842105263157894,1.1157894736842104,0.2235833930931543
27,0.16842105263157894,1.168421052631579,0.22810169964618554
28,0.16842105263157894,1.2210526315789474,0.23262000619921674
29,0.16842105263157894,1.2736842105263158,0.23713831275224795
30,0.16842105263157894,1.3263157894736843,0.2416566193052792
31,0.16842105263157894,1.3789473684210527,0.2461749258583104
32,0.16842105263157894,1.431578947368421,0.2506932324113416
33,0.16842105263157894,1.4842105263157894,0.2552115389643728
34,0.16842105263157894,1.5368421052631578,0.259729845517404
35,0.16842105263157894,1.5894736842105264,0.2642481520704353
36,0.16842105263157894,1.6421052631578947,0.2687664586234665
37,0.16842105263157894,1.694736842105263,0.2732847651764977
38,0.16842105263157894,1.7473684210526317,0.2778030717295289
39,0.16842105263157894,1.8,0.2823213782825601
40,0.1868421052631579,0.8,0.20616681837184997
41,0.1868421052631579,0.8526315789473684,0.2106851249248812
42,0.1868421052631579,0.9052631578947369,0.21520343147791243
43,0.1868421052631579,0.9578947368421054,0.21972173803094364
44,0.1868421052631579,1.0105263157894737,0.22424004458397484
45,0.1868421052631579,1.063157894736842,0.22875835113700604
46,0.1868421052631579,1.1157894736842104,0.23327665769003725
47,0.1868421052631579,1.168421052631579,0.2377949642430685
48,0.1868421052631579,1.2210526315789474,0.2423132707960997
49,0.1868421052631579,1.2736842105263158,0.24683157734913092
50,0.1868421052631579,1.3263157894736843,0.2513498839021622
51,0.1868421052631579,1.3789473684210527,0.2558681904551934
52,0.1868421052631579,1.431578947368421,0.2603864970082246
53,0.1868421052631579,1.4842105263157894,0.2649048035612558
54,0.1868421052631579,1.5368421052631578,0.269423110114287
55,0.1868421052631579,1.5894736842105264,0.2739414166673182
56,0.1868421052631579,1.6421052631578947,0.2784597232203494
57,0.1868421052631579,1.694736842105263,0.28297802977338066
58,0.1868421052631579,1.7473684210526317,0.28749633632641186
59,0.1868421052631579,1.8,0.29201464287944306
60,0.20526315789473681,0.8,0.21586008296873294
61,0.20526315789473681,0.8526315789473684,0.22037838952176414
62,0.20526315789473681,0.9052631578947369,0.22489669607479537
63,0.20526315789473681,0.9578947368421054,0.2294150026278266
64,0.20526315789473681,1.0105263157894737,0.2339333091808578
65,0.20526315789473681,1.063157894736842,0.238451615733889
66,0.20526315789473681,1.1157894736842104,0.24296992228692021
67,0.20526315789473681,1.168421052631579,0.24748822883995145
68,0.20526315789473681,1.2210526315789474,0.2520065353929827
69,0.20526315789473681,1.2736842105263158,0.2565248419460139
70,0.20526315789473681,1.3263157894736843,0.2610431484990451
71,0.20526315789473681,1.3789473684210527,0.2655614550520763
72,0.20526315789473681,1.431578947368421,0.2700797616051075
73,0.20526315789473681,1.4842105263157894,0.27459806815813875
74,0.20526315789473681,1.5368421052631578,0.27911637471116996
75,0.20526315789473681,1.5894736842105264,0.28363468126420116
76,0.20526315789473681,1.6421052631578947,0.28815298781723236
77,0.20526315789473681,1.694736842105263,0.29267129437026357
78,0.20526315789473681,1.7473684210526317,0.2971896009232948
79,0.20526315789473681,1.8,0.30170790747632603
80,0.22368421052631576,0.8,0.2255533475656159
81,0.22368421052631576,0.8526315789473684,0.2300716541186471
82,0.22368421052631576,0.9052631578947369,0.2345899606716783
83,0.22368421052631576,0.9578947368421054,0.23910826722470954
84,0.22368421052631576,1.0105263157894737,0.24362657377774077
85,0.22368421052631576,1.063157894736842,0.24814488033077198
86,0.22368421052631576,1.1157894736842104,0.2526631868838032
87,0.22368421052631576,1.168421052631579,0.2571814934368344
88,0.22368421052631576,1.2210526315789474,0.2616997999898656
89,0.22368421052631576,1.2736842105263158,0.2662181065428968
90,0.22368421052631576,1.3263157894736843,0.27073641309592805
91,0.22368421052631576,1.3789473684210527,0.27525471964895926
92,0.22368421052631576,1.431578947368421,0.27977302620199046
93,0.22368421052631576,1.4842105263157894,0.28429133275502166
94,0.22368421052631576,1.5368421052631578,0.28880963930805287
95,0.22368421052631576,1.5894736842105264,0.2933279458610841
96,0.22368421052631576,1.6421052631578947,0.29784625241411533
97,0.22368421052631576,1.694736842105263,0.30236455896714654
98,0.22368421052631576,1.7473684210526317,0.3068828655201778
99,0.22368421052631576,1.8,0.311401172073209
100,0.2421052631578947,0.8,0.23524661216249884
101,0.2421052631578947,0.8526315789473684,0.23976491871553007
